,id,SHOT_MADE_FLAG,LOC_X,LOC_Y,SHOT_DISTANCE,SHOT_ZONE_RANGE,SHOT_ZONE_AREA,SHOT_ZONE_BASIC,Shots from Zone,Shots Made from Zone,Player %,Season %,Player % vs League Avg
336,3711669,1,-201,190,27,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
337,3711673,0,-213,148,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
338,3711737,1,124,132,18,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
339,3711740,0,0,265,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
340,3711746,1,-86,247,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
341,3719062,1,12,1,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
342,3719064,1,-95,30,9,8-16 ft.,Left Side(L),Mid-Range,30.0,17.0,0.5666666666666667,0.39163729184392854,0.17502937482273814
343,3719092,1,-15,11,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
344,3719094,0,-188,119,22,16-24 ft.,Left Side(L),Mid-Range,32.0,10.0,0.3125,0.3926719668164535,-0.08017196681645351
345,3719096,0,-10,160,16,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
346,3719098,1,6,22,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
347,3719143,1,-8,0,0,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
348,3719151,0,0,12,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
349,3719168,0,179,192,26,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
350,3719180,0,141,236,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
351,3719182,0,-4,121,12,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
352,3723938,1,-108,175,20,16-24 ft.,Left Side Center(LC),Mid-Range,67.0,28.0,0.417910447761194,0.39224300238483745,0.025667445376356575
353,3723940,0,-221,135,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
354,3723942,1,13,14,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
355,3723948,1,-2,19,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
356,3723957,0,13,269,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
357,3723968,1,-209,156,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
358,3723970,0,-152,241,28,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
359,3723977,0,-10,37,3,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
360,3724018,1,130,235,26,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
361,3724024,0,-82,263,27,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
362,3724050,1,110,230,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
363,3724058,0,24,69,7,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
364,3724067,1,-108,132,17,16-24 ft.,Left Side Center(LC),Mid-Range,67.0,28.0,0.417910447761194,0.39224300238483745,0.025667445376356575
365,3724097,0,-70,246,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
366,3724104,1,13,30,3,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
367,3727973,1,121,224,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
368,3727976,0,170,190,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
369,3727982,1,0,176,17,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
370,3728017,0,110,222,24,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
371,3728022,1,-10,0,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
372,3728024,1,26,0,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
373,3728028,1,0,257,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
374,3728030,0,-79,246,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
375,3728041,0,-187,758,78,Back Court Shot,Back Court(BC),Backcourt,7.0,0.0,0.0,0.02619047619047619,-0.02619047619047619
376,3728048,1,108,217,24,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
377,3728052,1,31,7,3,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
378,3728055,1,234,85,24,24+ ft.,Right Side(R),Right Corner 3,44.0,23.0,0.5227272727272727,0.3910413365980124,0.13168593612926033
379,3728061,0,239,64,24,24+ ft.,Right Side(R),Right Corner 3,44.0,23.0,0.5227272727272727,0.3910413365980124,0.13168593612926033
380,3728068,1,64,189,19,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
381,3728083,1,53,50,7,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
382,3728085,0,47,20,5,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
383,3729802,0,7,7,0,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
384,3729806,1,-73,126,14,8-16 ft.,Left Side(L),In The Paint (Non-RA),7.0,6.0,0.8571428571428571,0.4149499705709241,0.44219288657193306
385,3729809,1,230,48,23,24+ ft.,Right Side(R),Right Corner 3,44.0,23.0,0.5227272727272727,0.3910413365980124,0.13168593612926033
386,3729811,1,-134,285,31,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
387,3729817,0,-18,258,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
388,3729865,1,-120,250,27,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
389,3729866,1,133,247,28,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
390,3729868,0,-18,14,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
391,3729880,1,-2,149,14,8-16 ft.,Center(C),Mid-Range,10.0,5.0,0.5,0.431131592421915,0.068868407578085
392,3729884,0,-188,186,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
393,3729893,1,-5,15,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
394,3729900,0,2,209,20,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
395,3729901,1,-101,238,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
396,3729906,0,-10,30,3,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
397,3729908,1,-240,-5,24,24+ ft.,Left Side(L),Left Corner 3,38.0,24.0,0.631578947368421,0.3785441657579062,0.25303478161051485
398,3729911,0,113,116,16,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
399,3729932,0,-205,149,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
400,3729938,1,-4,80,8,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
401,3729949,1,-239,15,23,24+ ft.,Left Side(L),Left Corner 3,38.0,24.0,0.631578947368421,0.3785441657579062,0.25303478161051485
402,3735270,0,15,14,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
403,3735278,1,-209,189,28,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
404,3735282,1,-127,45,13,8-16 ft.,Left Side(L),Mid-Range,30.0,17.0,0.5666666666666667,0.39163729184392854,0.17502937482273814
405,3735292,0,-35,257,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
406,3735297,1,-73,126,14,8-16 ft.,Left Side(L),In The Paint (Non-RA),7.0,6.0,0.8571428571428571,0.4149499705709241,0.44219288657193306
407,3735301,1,24,17,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
408,3735308,0,141,299,33,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
409,3735339,1,-116,41,12,8-16 ft.,Left Side(L),Mid-Range,30.0,17.0,0.5666666666666667,0.39163729184392854,0.17502937482273814
410,3735351,0,15,25,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
411,3735359,1,176,216,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
412,3735362,1,-15,4,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
413,3735369,0,105,20,10,8-16 ft.,Right Side(R),Mid-Range,27.0,9.0,0.3333333333333333,0.3961416490486258,-0.06280831571529245
414,3735374,0,189,201,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
415,3738781,1,-78,189,20,16-24 ft.,Left Side Center(LC),Mid-Range,67.0,28.0,0.417910447761194,0.39224300238483745,0.025667445376356575
416,3738783,1,-229,34,23,24+ ft.,Left Side(L),Left Corner 3,38.0,24.0,0.631578947368421,0.3785441657579062,0.25303478161051485
417,3738805,1,-11,-2,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
418,3738807,1,13,11,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
419,3738809,0,129,242,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
420,3738843,1,-40,192,19,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
421,3738844,0,-2,17,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
422,3738889,0,-82,260,27,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
423,3738894,1,13,260,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
424,3738900,1,113,247,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
425,3738905,0,0,224,22,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
426,3738948,0,20,102,10,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
427,3741296,1,7,4,0,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
428,3741304,0,-56,250,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
429,3741323,0,29,260,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
430,3741333,1,-114,247,27,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
431,3743612,0,162,246,29,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
432,3743619,1,149,39,15,8-16 ft.,Right Side(R),Mid-Range,27.0,9.0,0.3333333333333333,0.3961416490486258,-0.06280831571529245
433,3743686,0,-10,250,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
434,3743695,1,-52,263,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
435,3743696,0,-21,6,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
436,3743703,1,-4,162,16,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
437,3743710,0,-209,47,21,16-24 ft.,Left Side(L),Mid-Range,32.0,10.0,0.3125,0.3926719668164535,-0.08017196681645351
438,3743719,0,233,34,23,24+ ft.,Right Side(R),Right Corner 3,44.0,23.0,0.5227272727272727,0.3910413365980124,0.13168593612926033
439,3745931,1,-147,236,27,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
440,3745933,0,-79,266,27,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
441,3745960,0,91,31,9,8-16 ft.,Right Side(R),Mid-Range,27.0,9.0,0.3333333333333333,0.3961416490486258,-0.06280831571529245
442,3745964,1,0,23,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
443,3745967,1,61,175,18,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
444,3745969,1,75,257,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
445,3745997,0,-183,197,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
446,3746003,0,-130,127,18,16-24 ft.,Left Side Center(LC),Mid-Range,67.0,28.0,0.417910447761194,0.39224300238483745,0.025667445376356575
447,3746020,0,-5,20,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
448,3746025,0,-134,534,55,Back Court Shot,Back Court(BC),Backcourt,7.0,0.0,0.0,0.02619047619047619,-0.02619047619047619
449,3746033,1,9,17,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
450,3746038,0,-134,209,24,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
451,3746055,0,201,153,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
452,3750043,0,20,4,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
453,3750052,1,209,94,22,16-24 ft.,Right Side(R),Mid-Range,21.0,9.0,0.42857142857142855,0.4043951915852742,0.024176236986154342
454,3750062,0,-86,238,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
455,3750069,1,28,31,4,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
456,3750073,1,-43,11,4,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
457,3750076,0,106,205,23,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
458,3750111,1,209,138,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
459,3750113,1,114,235,26,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
460,3750115,0,122,222,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
461,3750119,0,-98,236,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
462,3750121,1,12,28,3,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
463,3750123,0,-103,238,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
464,3750128,0,9,12,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
465,3750132,0,-185,28,18,16-24 ft.,Left Side(L),Mid-Range,32.0,10.0,0.3125,0.3926719668164535,-0.08017196681645351
466,3750140,1,-10,112,11,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
467,3750143,1,89,238,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
468,3750149,1,61,238,24,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
469,3750151,0,75,258,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
470,3750164,1,132,201,24,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
471,3750174,0,152,154,21,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
472,3750185,0,23,11,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
473,3750188,0,147,189,23,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
474,3752193,0,122,189,22,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
475,3752212,0,18,99,10,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
476,3752213,0,-15,53,5,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
477,3752222,1,47,159,16,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
478,3752230,0,-68,205,21,16-24 ft.,Left Side Center(LC),Mid-Range,67.0,28.0,0.417910447761194,0.39224300238483745,0.025667445376356575
479,3754588,0,168,4,16,16-24 ft.,Right Side(R),Mid-Range,21.0,9.0,0.42857142857142855,0.4043951915852742,0.024176236986154342
480,3754590,1,-16,4,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
481,3754594,0,-37,48,6,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
482,3754600,0,-111,244,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
483,3754605,0,-21,255,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
484,3754616,1,-15,107,10,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
485,3754627,0,24,254,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
486,3754639,0,147,164,22,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
487,3754646,1,13,280,28,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
488,3756366,0,-4,274,27,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
489,3756379,0,7,33,3,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
490,3756381,0,72,254,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
491,3756385,1,-116,236,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
492,3756387,1,114,138,17,16-24 ft.,Right Side Center(RC),Mid-Range,63.0,26.0,0.4126984126984127,0.3873008699581968,0.025397542740215884
493,3756389,0,-112,192,22,16-24 ft.,Left Side Center(LC),Mid-Range,67.0,28.0,0.417910447761194,0.39224300238483745,0.025667445376356575
494,3756390,1,-198,164,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
495,3756392,1,151,209,25,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
496,3756434,1,-160,45,16,16-24 ft.,Left Side(L),Mid-Range,32.0,10.0,0.3125,0.3926719668164535,-0.08017196681645351
497,3756442,0,-93,238,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
498,3757742,0,-202,149,25,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
499,3757744,0,233,56,23,24+ ft.,Right Side(R),Right Corner 3,44.0,23.0,0.5227272727272727,0.3910413365980124,0.13168593612926033
500,3757751,0,144,201,24,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
501,3757756,0,45,208,21,16-24 ft.,Center(C),Mid-Range,35.0,13.0,0.37142857142857144,0.39884836852207295,-0.027419797093501508
502,3757761,1,211,172,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
503,3757768,0,177,208,27,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
504,3757805,1,4,14,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
505,3757819,0,-8,11,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
506,3757824,1,-10,1,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
507,3757831,0,-21,12,2,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
508,3757842,1,-19,246,24,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
509,3757843,0,62,19,6,Less Than 8 ft.,Center(C),In The Paint (Non-RA),67.0,33.0,0.4925373134328358,0.3805454816434001,0.11199183178943575
510,3757847,1,20,266,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
511,3757849,1,121,236,26,24+ ft.,Right Side Center(RC),Above the Break 3,217.0,92.0,0.423963133640553,0.34170517714821513,0.08225795649233787
512,3759563,1,-127,236,26,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
513,3759566,0,-243,0,24,24+ ft.,Left Side(L),Left Corner 3,38.0,24.0,0.631578947368421,0.3785441657579062,0.25303478161051485
514,3759568,0,-95,53,10,8-16 ft.,Left Side(L),Mid-Range,30.0,17.0,0.5666666666666667,0.39163729184392854,0.17502937482273814
515,3759578,0,-185,127,22,16-24 ft.,Left Side(L),Mid-Range,32.0,10.0,0.3125,0.3926719668164535,-0.08017196681645351
516,3759627,0,-4,7,0,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
517,3759631,1,12,4,1,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
518,3759633,1,-52,255,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
519,3759635,0,-82,496,50,Back Court Shot,Back Court(BC),Backcourt,7.0,0.0,0.0,0.02619047619047619,-0.02619047619047619
520,3759644,0,-73,246,25,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
521,3759646,1,7,7,0,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
522,3759648,1,17,260,26,24+ ft.,Center(C),Above the Break 3,161.0,67.0,0.4161490683229814,0.3369235595524417,0.07922550877053966
523,3759651,0,-5,-2,0,Less Than 8 ft.,Center(C),Restricted Area,284.0,189.0,0.6654929577464789,0.6005466970387243,0.0649462607077545
524,3759696,0,32,105,10,8-16 ft.,Center(C),In The Paint (Non-RA),46.0,22.0,0.4782608695652174,0.41950251793071874,0.058758351634498635
525,3759699,0,-199,-3,19,16-24 ft.,Left Side(L),Mid-Range,32.0,10.0,0.3125,0.3926719668164535,-0.08017196681645351
526,3759711,1,-199,145,24,24+ ft.,Left Side Center(LC),Above the Break 3,178.0,80.0,0.449438202247191,0.34005252790544976,0.10938567434174123
