,x,y,count
0,-230.87500046075,43.0,0.25303478161051485
1,-230.87500046075,76.69565217391305,0.2530347816105149
2,-230.87500046075,110.3913043478261,0.25303478161051485
3,-230.87500046075,144.08695652173913,0.20515174585425697
4,-218.7500004365,110.3913043478261,0.25303478161051485
5,-218.7500004365,177.7826086956522,0.10938567434174123
6,-206.62500041225,43.0,-0.08017196681645351
7,-206.62500041225,211.47826086956525,0.10938567434174122
8,-206.62500041225,245.17391304347828,0.10938567434174122
9,-194.500000388,110.3913043478261,-0.08017196681645351
10,-194.500000388,211.47826086956525,0.10938567434174123
11,-194.500000388,245.17391304347828,0.10938567434174123
12,-194.500000388,278.8695652173913,0.10938567434174123
13,-182.37500036375,245.17391304347828,0.10938567434174122
14,-170.2500003395,144.08695652173913,-0.08017196681645351
15,-170.2500003395,245.17391304347828,0.10938567434174121
16,-170.2500003395,278.8695652173913,0.10938567434174123
17,-158.12500031525,177.7826086956522,-0.009612358687913455
18,-158.12500031525,245.17391304347828,0.10938567434174123
19,-158.12500031525,278.8695652173913,0.10938567434174123
20,-146.000000291,177.7826086956522,0.025667445376356575
21,-146.000000291,211.47826086956525,0.025667445376356575
22,-146.000000291,278.8695652173913,0.10938567434174122
23,-133.87500026675,278.8695652173913,0.10938567434174122
24,-133.87500026675,312.5652173913044,0.10938567434174123
25,-121.7500002425,110.3913043478261,0.17502937482273814
26,-121.7500002425,245.17391304347828,0.025667445376356575
27,-121.7500002425,278.8695652173913,0.10938567434174122
28,-121.7500002425,312.5652173913044,0.10938567434174122
29,-109.62500021825,211.47826086956525,0.025667445376356575
30,-109.62500021825,245.17391304347828,0.025667445376356575
31,-109.62500021825,278.8695652173913,0.10938567434174123
32,-109.62500021825,312.5652173913044,0.10938567434174122
33,-97.500000194,211.47826086956525,0.025667445376356575
34,-97.500000194,245.17391304347828,0.02566744537635658
35,-97.500000194,312.5652173913044,0.10938567434174123
36,-85.37500016975,110.3913043478261,0.17502937482273814
37,-85.37500016975,245.17391304347828,0.025667445376356575
38,-85.37500016975,312.5652173913044,0.10184563294894083
39,-73.2500001455,177.7826086956522,0.44219288657193306
40,-73.2500001455,245.17391304347828,0.025667445376356575
41,-73.2500001455,312.5652173913044,0.07922550877053966
42,-61.12500012125,110.3913043478261,0.11199183178943575
43,-61.12500012125,312.5652173913044,0.07922550877053966
44,-49.000000097,76.69565217391305,0.11199183178943575
45,-49.000000097,110.3913043478261,0.11199183178943575
46,-49.000000097,312.5652173913044,0.07922550877053967
47,-36.87500007275,110.3913043478261,0.11199183178943577
48,-36.87500007275,245.17391304347828,-0.027419797093501508
49,-36.87500007275,312.5652173913044,0.07922550877053966
50,-36.87500007275,346.26086956521743,0.07922550877053966
51,-24.7500000485,76.69565217391305,0.0649462607077545
52,-24.7500000485,312.5652173913044,0.07922550877053966
53,-12.62500002425,76.69565217391305,0.06494626070775449
54,-12.62500002425,110.3913043478261,0.11199183178943575
55,-12.62500002425,144.08695652173913,0.058758351634498635
56,-12.62500002425,177.7826086956522,0.058758351634498635
57,-12.62500002425,211.47826086956525,0.0496107666437677
58,-12.62500002425,278.8695652173913,-0.027419797093501508
59,-12.62500002425,312.5652173913044,0.07922550877053967
60,-0.5,43.0,0.0649462607077545
61,-0.5,76.69565217391305,0.0649462607077545
62,-0.5,110.3913043478261,0.11199183178943577
63,-0.5,144.08695652173913,0.058758351634498635
64,-0.5,177.7826086956522,0.058758351634498635
65,-0.5,211.47826086956525,0.068868407578085
66,-0.5,312.5652173913044,0.07922550877053966
67,11.62500002425,76.69565217391305,0.0649462607077545
68,11.62500002425,110.3913043478261,0.11199183178943575
69,11.62500002425,245.17391304347828,-0.027419797093501508
70,11.62500002425,312.5652173913044,0.07922550877053966
71,23.7500000485,76.69565217391305,0.06494626070775449
72,23.7500000485,211.47826086956525,0.020724305242291748
73,23.7500000485,312.5652173913044,0.07922550877053966
74,35.87500007275003,312.5652173913044,0.07922550877053966
75,48.000000097,76.69565217391305,0.11199183178943575
76,48.000000097,110.3913043478261,0.11199183178943575
77,48.000000097,177.7826086956522,0.058758351634498635
78,48.000000097,211.47826086956525,0.020724305242291748
79,48.000000097,312.5652173913044,0.07922550877053966
80,60.12500012124997,76.69565217391305,0.11199183178943577
81,60.12500012124997,177.7826086956522,0.058758351634498635
82,60.12500012124997,245.17391304347828,0.014834074773472405
83,60.12500012124997,312.5652173913044,0.07922550877053967
84,72.2500001455,245.17391304347828,0.025397542740215884
85,72.2500001455,312.5652173913044,0.07922550877053967
86,84.37500016975002,245.17391304347828,0.025397542740215884
87,84.37500016975002,312.5652173913044,0.08225795649233787
88,96.500000194,110.3913043478261,-0.06280831571529245
89,96.500000194,245.17391304347828,0.025397542740215884
90,96.500000194,278.8695652173913,0.06330448524163054
91,96.500000194,312.5652173913044,0.08225795649233787
92,108.62500021824997,76.69565217391305,-0.06280831571529245
93,108.62500021824997,177.7826086956522,-0.018705386487538285
94,108.62500021824997,211.47826086956525,0.025397542740215884
95,108.62500021824997,245.17391304347828,0.025397542740215884
96,108.62500021824997,278.8695652173913,0.08225795649233787
97,108.62500021824997,312.5652173913044,0.08225795649233787
98,120.7500002425,177.7826086956522,0.025397542740215884
99,120.7500002425,211.47826086956525,0.025397542740215884
100,120.7500002425,245.17391304347828,0.025397542740215884
101,120.7500002425,278.8695652173913,0.08225795649233789
102,120.7500002425,312.5652173913044,0.08225795649233787
103,132.87500026675002,211.47826086956525,0.025397542740215884
104,132.87500026675002,278.8695652173913,0.08225795649233787
105,132.87500026675002,312.5652173913044,0.08225795649233787
